CLE,8/10/2021,1,614177,Franmil,Reyes,4,N,
CLE,8/10/2021,1,623912,Harold,Ramirez,5,N,
CLE,8/10/2021,1,640458,Oscar,Mercado,6,N,
CLE,8/10/2021,1,467092,Wilson,Ramos,7,N,
CLE,8/10/2021,1,680911,Owen,Miller,8,N,
CLE,8/10/2021,1,676391,Ernie,Clement,9,N,
CLE,8/10/2021,1,663474,Triston,McKenzie,SP,N,
NYY,8/10/2021,1,518934,DJ,LeMahieu,1,N,
NYY,8/10/2021,1,592450,Aaron,Judge,2,N,
NYY,8/10/2021,1,608336,Joey,Gallo,3,N,
NYY,8/10/2021,1,519317,Giancarlo,Stanton,4,N,
NYY,8/10/2021,1,572228,Luke,Voit,5,N,
NYY,8/10/2021,1,596059,Rougned,Odor,6,N,
NYY,8/10/2021,1,543309,Kyle,Higashioka,7,N,
NYY,8/10/2021,1,641505,Jonathan,Davis,8,N,
NYY,8/10/2021,1,642180,Tyler,Wade,9,N,
NYY,8/10/2021,1,641482,Nestor,Cortes,SP,N,
KC,8/10/2021,1,593160,Whit,Merrifield,1,N,
KC,8/10/2021,1,467793,Carlos,Santana,2,N,
KC,8/10/2021,1,521692,Salvador,Perez,3,N,
KC,8/10/2021,1,641531,Hunter,Dozier,4,N,
KC,8/10/2021,1,572191,Michael,Taylor,5,N,
KC,8/10/2021,1,656811,Ryan,O'Hearn,6,N,
KC,8/10/2021,1,593643,Hanser,Alberto,7,N,
KC,8/10/2021,1,595956,Cam,Gallagher,8,N,
KC,8/10/2021,1,670032,Nicky,Lopez,9,N,
KC,8/10/2021,1,663738,Daniel,Lynch,SP,N,
CHW,8/10/2021,1,641313,Tim,Anderson,1,N,
CHW,8/10/2021,1,514917,Cesar,Hernandez,2,N,
CHW,8/10/2021,1,547989,Jose,Abreu,3,N,
CHW,8/10/2021,1,650391,Eloy,Jimenez,4,N,
CHW,8/10/2021,1,660162,Yoan,Moncada,5,N,
CHW,8/10/2021,1,683734,Andrew,Vaughn,6,N,
CHW,8/10/2021,1,641553,Adam,Engel,7,N,
CHW,8/10/2021,1,544725,Leury,Garcia,8,N,
CHW,8/10/2021,1,571718,Brian,Goodwin,9,N,
CHW,8/10/2021,1,572971,Dallas,Keuchel,SP,N,
MIN,8/10/2021,1,593871,Jorge,Polanco,1,N,
MIN,8/10/2021,1,667670,Brent,Rooker,2,N,
MIN,8/10/2021,1,596146,Max,Kepler,3,N,
MIN,8/10/2021,1,518626,Josh,Donaldson,4,N,
MIN,8/10/2021,1,593934,Miguel,Sano,5,N,
MIN,8/10/2021,1,680777,Ryan,Jeffers,6,N,
MIN,8/10/2021,1,663616,Trevor,Larnach,7,N,
MIN,8/10/2021,1,553902,Willians,Astudillo,8,N,
MIN,8/10/2021,1,592743,Andrelton,Simmons,9,N,
MIN,8/10/2021,1,643377,Griffin,Jax,SP,N,
COL,8/10/2021,1,606132,Raimel,Tapia,1,N,
COL,8/10/2021,1,663898,Brendan,Rodgers,2,N,
COL,8/10/2021,1,453568,Charlie,Blackmon,3,N,
COL,8/10/2021,1,596115,Trevor,Story,4,N,
COL,8/10/2021,1,543068,C.J.,Cron,5,N,
COL,8/10/2021,1,641857,Ryan,McMahon,6,N,
COL,8/10/2021,1,553869,Elias,Diaz,7,N,
COL,8/10/2021,1,656541,Sam,Hilliard,8,N,
COL,8/10/2021,1,656541,Sam,Hilliard,9,N,
COL,8/10/2021,1,592351,Jonathan,Gray,SP,N,
HOU,8/10/2021,1,514888,Jose,Altuve,1,N,
HOU,8/10/2021,1,488726,Michael,Brantley,2,N,
HOU,8/10/2021,1,670541,Yordan,Alvarez,3,N,
HOU,8/10/2021,1,621043,Carlos,Correa,4,N,
HOU,8/10/2021,1,663656,Kyle,Tucker,5,N,
HOU,8/10/2021,1,649557,Aledmys,Diaz,6,N,
HOU,8/10/2021,1,676801,Chas,McCormick,7,N,
HOU,8/10/2021,1,622100,Taylor,Jones,8,N,
HOU,8/10/2021,1,455117,Martin,Maldonado,9,N,
HOU,8/10/2021,1,543606,Jake,Odorizzi,SP,N,
